Salesperson Code,Salesperson Name,Customer Category,Customer Number,Cust Name,City,State,Zip Code, Sales YTD , GP Dollars YTD ,GP Percent YTD, Last Year Sales Year To Date , GP Dollars LYTD ,GP Percent LYTD,Last Invoice Date,Last Payment Date,AR Balance
185,SHARON MCCARTHY,6,7521,SERVISAIR LLC,JAMAICA,NY,11430, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,6,12807,NYC TRANSIT AUTHORITY,BRONX,NY,10473, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,11,18180,ACDL,ROOSEVELT,NY,11575, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,19986,NASSAU COUNTY TRAFFIC SIGNAL,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11202,NASSAU COUNTY BUILDING,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,18255,UNIONDALE PUBLIC LIBRARY,UNIONDALE,NY,11553, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,4192,EAST MEADOW PUBLIC LIBRARY,EAST MEADOW,NY,11554, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11250,MENTAL HEALTH ASSOC. OF,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,ROSS000,ROSS CENTER FOR NURSING,BRENTWOOD,NY,11717, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,3,16541,ST AGNES RECTORY,ROCKVILLE CENTR,NY,11570, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,7,16560,NASSAU CENTER FOR AMBULATORY,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,16563,NASSAU CTY DEPT OF REAL ESTATE,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,2515,ARCHCARE @ KATERI RESIDENCE,NEW YORK,NY,10016, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,6057,GOLD COAST PUBLIC LIBRARY,GLEN HEAD,NY,11545, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,25,CHICK00,CHICK CHAK KOSHER KITCHEN,COMMACK,NY,11725, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,16,13178,NEW YORK UNIVERSITY UNIT 1-U,NEW YORK,NY,10012, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18485,U.S POST OFFICE-VMF,BRONX,NY,10454, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18488,U.S. POST OFFICE,BROOKLYN,NY,11236, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18489,U.S. POST OFFICE,BRONX,NY,10459, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18494,U.S. POST OFFICE,NEW YORK,NY,10007, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,16,2690,FMC MANAGEMENT CORP,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18530,U.S. POST OFFICE GMF,BROOKLYN,NY,11256, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18531,U.S. POST OFFICE GMF,BROOKLYN,NY,11256, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18532,U.S. POST OFFICE P&DC,BROOKLYN,NY,11256-9731, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18533,U.S. POST OFFICE-NEIL SPENDORF,BROOKLYN,NY,11256, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18541,U.S. POST OFFICE,NEW YORK,NY,11256, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,9750,LEVITTOWN PUBLIC LIBRARY,LEVITTOWN,NY,11756, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18546,U S POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18547,U S POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,6,13290,ALLIED AVIATION,FLUSHING,NY,11371, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18586,U.S POST OFFICE-FDR,NEW YORK,NY,10022, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18587,U.S. POST OFFICE FDR STATION,NEW YORK,NY,10022, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,4,AMEE000,AMEEN BUILDERS,PORT JEFFERSON,NY,11777, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,11559,"MARIA REGINA RESIDENCE,INC.",BRENTWOOD,NY,11717, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,11571,MILL RIVER RESIDENCES LP,NEW YORK,NY,10017, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1018,BAYVILLE FREE LIBRARY,BAYVILLE,NY,11709, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1019,BELLMORE MEMORIAL LIBRARY,BELLMORE,NY,11710, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1021,EAST WILLISTON PUBLIC LIBRARY,EAST WILLISTON,NY,11596, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,4540,"EPISCOPAL HEALTH SERVICES,INC",BETHPAGE,NY,11714, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1022,FREEPORT MEMORIAL LIBRARY,FREEPORT,NY,11520, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1023,GLEN COVE PUBLIC LIBRARY,GLEN COVE,NY,11542, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1024,GREAT NECK LIBRARY,GLEN COVE,NY,11023, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,4543,"EPISCOPAL HEALTH SERVICES,INC",BETHPAGE,NY,11714, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1025,HEMPSTEAD PUBLIC LIBRARY,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1026,ISLAND PARK PUBLIC LIBRARY,ISLAND PARK,NY,11558, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1027,ISLAND TREES PUBLIC LIBRARY,LEVITTOWN,NY,11756, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1028,LAKEVIEW PUBLIC LIBRARY,ROCKVILLE CENTRE,NY,11570, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1029,LOCUST VALLEY LIBRARY,LOCUST VALLEY,NY,11560, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1031,MALVERNE PUBLIC LIBRARY,MALVERNE,NY,11565, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1033,MANHASSET PUBLIC LIBRARY,MANHASSET,NY,11030, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1034,MASSAPEQUA PUBLIC LIBRARY,MASSAPEQUA PARK,NY,11762, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1035,MINEOLA MEMORIAL LIBRARY,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1036,NORTH BELLMORE PUBLIC LIBRARY,NORTH BELLMORE,NY,11710, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1037,PENINSULA PUBLIC LIBRARY,LAWRENCE,NY,11559, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1038,PORT WASHINGTON PUBLIC LIBRARY,PORT WASHINGTON,NY,11050, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1039,ROOSEVELT PUBLIC LIBRARY,ROOSEVELT ,NY,11575, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1040,BALDWIN PUBLIC LIBRARY,BALDWIN,NY,11510, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18630,U.S. POST OFFICE,JAMAICA,NY,11431, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1041,SEA CLIFF VILLAGE LIBRARY,SEA CLIFF,NY,11579, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1042,SHELTER ROCK PUBLIC LIBRARY,ALBERTSON,NY,11507, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1043,SYOSSET PUBLIC LIBRARY,SYOSSET,NY,11791, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1044,VALLEY STREAM PUBLIC LIBRARY,VALLEY STREAM,NY,11580, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1045,WILLISTON PARK PUBLIC LIBRARY,WILLISTON PARK,NY,11596, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18640,USPO-NY/ISC MAINTENANCE,JAMAICA,NY,11430-9802, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,4,1103,ALLIANCE MAINTENANCE,NEW YORK,NY,10018, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18698,U.S. POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18699,U.S. POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18700,U.S. POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18701,USPO-BLDG & PLANT MAINT.,NEW YORK,NY,10199-9721, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18703,U.S. POST OFFICE,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,15,PINA000,PINA SOLUTIONS,MONROE,NJ,8831, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,28,THEMARK,THE MARK HOTEL,New York,NY,10075, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,16,1134,EMPIRE STATE REALTY TRUST INC,NEW YORK,NY,10001, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18800,U.S. POST OFFICE-VMF,STATEN ISLAND,NY,10314, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18820,USPO TRIBORO DIST - HOTETZ,FLUSHING,NY,11351, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18830,U.S. POST OFFICE,STAMFORD,CT,6902, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,9,18855,USPO/MGR.PROC.& MATERIAL MGMT.,NEW YORK,NY,10199, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,10070,LONG BEACH PUB. LIBRARY,LONG BEACH,NY,11561, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,26,1281,CEREBRAL PALSY ASSOC OF NASSAU,Roosevelt,NY,11575, $-   , $-   ,0, $-   , $-   ,,,,
